P_YYYYMMDD,BASE_WEEKDAY,BASE_TM,ENTR_NO,MDL_NM,CHNL_PNTN_ESPE_BRD_CHNL_NO,CHNL_ESPE_POT_CHNL_STAY_TM,WTCH_REGN_NM
2023-08-18,6,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,74,680,경기/인천
2023-09-21,5,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,746,춘천
2023-08-31,5,4,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,74,6850,서울
2023-08-05,7,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,812,대전
2023-09-11,2,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1793,대전
2023-10-27,6,13,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,921,서울
2023-09-30,7,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1929,대전
2023-08-31,5,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2429,대전
2023-10-17,3,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1520,서울
2023-08-08,3,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,836,대전
2023-09-14,5,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,666,경기/인천
2023-08-06,1,23,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1048,서울
2023-10-04,4,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2114,대전
2023-08-31,5,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,847,춘천
2023-10-20,6,13,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,2275,진주
2023-09-17,1,18,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,2243,진주
2023-10-03,3,5,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,74,3548,춘천
2023-08-20,1,11,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,2969,서울
2023-09-06,4,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,903,대전
2023-09-05,3,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,3104,대전
2023-08-27,1,8,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,782,서울
2023-09-28,5,16,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,74,1001,대전
2023-10-23,2,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1993,대전
2023-08-26,7,17,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,1402,서울
2023-09-20,4,5,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3237,서울
2023-09-28,5,15,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,74,4042,경기/인천
2023-09-27,4,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2215,서울
2023-09-16,7,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1545,대전
2023-08-07,2,23,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2105,대전
2023-09-14,5,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2593,경기/인천
2023-09-07,5,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2539,서울
2023-08-22,3,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2964,서울
2023-08-16,4,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,606,경기/인천
2023-09-05,3,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,776,서울
2023-08-20,1,12,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,1478,서울
2023-09-05,3,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1124,대전
2023-10-03,3,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,981,대전
2023-08-04,6,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1063,대전
2023-10-05,5,20,A7295254E60A7B69AFF18D5D510D2249FBCD1DF5,UHD4K,74,1810,대전
2023-09-16,7,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,805,대전
2023-10-11,4,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1118,대전
2023-08-30,4,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,1008,춘천
2023-09-12,3,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,631,춘천
2023-08-05,7,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,836,대전
2023-08-12,7,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,3435,대전
2023-10-15,1,15,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,728,대전
2023-08-10,5,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1056,대전
2023-09-30,7,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2242,서울
2023-08-02,4,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,729,대전
2023-10-04,4,2,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,818,대전
2023-09-04,2,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,803,대전
2023-08-03,5,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3561,서울
2023-08-24,5,13,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,5136,서울
2023-09-06,4,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,6072,대전
2023-10-26,5,22,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1927,대전
2023-09-18,2,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1321,대전
2023-08-15,3,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2410,서울
2023-08-29,3,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,630,춘천
2023-08-19,7,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2303,대전
2023-08-01,3,17,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,74,2910,경기/인천
2023-10-27,6,20,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,856,진주
2023-10-30,2,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1639,서울
2023-09-07,5,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,745,대전
2023-10-30,2,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1553,서울
2023-09-10,1,11,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,4200,서울
2023-08-21,2,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,769,경기/인천
2023-09-16,7,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,5414,경기/인천
2023-09-10,1,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,835,경기/인천
2023-09-27,4,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2244,대전
2023-09-17,1,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3456,서울
2023-10-15,1,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,898,대전
2023-08-03,5,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,6165,대전
2023-08-31,5,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2517,대전
2023-09-13,4,5,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,740,대전
2023-08-12,7,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,751,춘천
2023-08-07,2,10,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,658,서울
2023-08-10,5,0,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,74,2534,부산
2023-08-08,3,0,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,74,1196,부산
2023-08-23,4,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2692,대전
2023-08-10,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1428,경기/인천
2023-08-24,5,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1573,서울
2023-10-22,1,18,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,4649,진주
2023-10-13,6,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2666,서울
2023-10-22,1,0,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,964,서울
2023-09-03,1,0,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,74,910,경기/인천
2023-08-08,3,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2977,대전
2023-08-10,5,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2363,대전
2023-09-25,2,7,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,74,11964,춘천
2023-08-06,1,10,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,4048,서울
2023-09-06,4,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1929,대전
2023-10-08,1,14,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1324,대전
2023-08-05,7,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,702,서울
2023-08-08,3,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1643,대전
2023-10-16,2,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,712,서울
2023-09-28,5,15,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2041,대전
2023-10-07,7,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1222,서울
2023-08-06,1,9,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,795,서울
2023-08-06,1,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2453,서울
2023-10-06,6,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3821,서울
2023-09-27,4,13,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,656,서울
2023-10-27,6,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,961,대전
2023-08-21,2,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,3415,대전
2023-10-01,1,19,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,929,진주
2023-09-28,5,10,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,74,30052,춘천
2023-09-13,4,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2211,대전
2023-10-01,1,7,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,74,765,춘천
2023-08-16,4,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2279,경기/인천
2023-08-27,1,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2146,경기/인천
2023-08-19,7,9,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,1569,춘천
2023-08-04,6,9,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1674,서울
2023-09-26,3,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1527,서울
2023-08-24,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1280,경기/인천
2023-08-01,3,16,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1080,대전
2023-08-04,6,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1068,서울
2023-09-22,6,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2834,서울
2023-09-09,7,19,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,687,대전
2023-08-26,7,8,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,772,춘천
2023-08-17,5,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,868,대전
2023-08-02,4,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1663,대전
2023-09-07,5,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,925,대전
2023-08-05,7,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1296,서울
2023-09-19,3,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1652,서울
2023-09-13,4,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,950,대전
2023-10-11,4,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,767,서울
2023-08-03,5,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,4093,대전
2023-08-10,5,17,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2166,서울
2023-10-16,2,5,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1189,대전
2023-08-10,5,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1501,대전
2023-08-10,5,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,4668,대전
2023-09-20,4,15,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,74,7941,경기/인천
2023-08-01,3,18,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,74,3921,경기/인천
2023-10-09,2,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,644,대전
2023-10-19,5,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,976,서울
2023-09-29,6,20,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,74,1959,서울
2023-09-27,4,13,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,927,서울
2023-10-25,4,3,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1201,대전
2023-08-03,5,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,991,서울
2023-08-13,1,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1411,서울
2023-08-03,5,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1367,대전
2023-09-29,6,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3315,서울
2023-08-08,3,13,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2746,서울
2023-08-20,1,17,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1304,대전
2023-09-11,2,8,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,74,884,춘천
2023-09-08,6,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,974,대전
2023-08-18,6,23,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,74,1030,경기/인천
2023-10-18,4,13,D09990A90A6CAA43BB8650E8EE28FB0A27CCDF75,UTE7057LGU,74,2821,진주
2023-09-18,2,14,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,74,1162,경기/인천
2023-10-16,2,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1670,서울
2023-09-28,5,7,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1878,대전
2023-08-09,4,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1381,서울
2023-08-07,2,18,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,4305,대전
2023-10-05,5,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2362,대전
2023-10-30,2,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,928,대전
2023-10-17,3,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,10015,대전
2023-09-27,4,8,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,74,1628,서울
2023-08-23,4,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,938,서울
2023-08-02,4,10,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2621,대전
2023-09-11,2,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1141,대전
2023-10-17,3,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1639,경기/인천
2023-08-17,5,4,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1739,서울
2023-10-09,2,1,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,2005,서울
2023-09-01,6,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,4434,대전
2023-08-16,4,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,601,경기/인천
2023-09-29,6,5,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,74,4680,춘천
2023-08-30,4,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,1704,대전
2023-10-13,6,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1098,서울
2023-10-30,2,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,3554,서울
2023-09-18,2,6,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,2219,대전
2023-08-21,2,9,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,803,대전
2023-10-28,7,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1259,서울
2023-10-31,3,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,74,1077,서울
2023-08-02,4,8,BD98FD0FC84E688810250BAB439C9CC2163A416F,UHD4K,74,6217,대전
2023-08-09,4,15,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,1767,경기/인천
2023-09-10,1,12,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,2399,경기/인천
2023-10-14,7,6,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,29653,서울
2023-09-30,7,9,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,668,서울
2023-08-16,4,9,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,15317,경기/인천
2023-10-19,5,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,787,서울
2023-08-05,7,17,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,755,서울
2023-10-14,7,5,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,813,경기/인천
2023-09-27,4,13,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,1,1009,경기/인천
2023-08-19,7,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1877,서울
2023-09-17,1,12,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,1201,서울
2023-09-26,3,16,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,1,1641,경기/인천
2023-10-01,1,6,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,1,1404,경기/인천
2023-10-01,1,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,819,서울
2023-08-24,5,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,966,서울
2023-08-03,5,10,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,1,793,서울
2023-08-26,7,8,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,1010,경기/인천
2023-10-03,3,13,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,1,669,경기/인천
2023-10-18,4,22,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,1,1128,춘천
2023-09-30,7,13,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,1,1087,서울
2023-08-05,7,14,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,629,서울
2023-10-21,7,15,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,5951,서울
2023-09-05,3,15,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,11638,춘천
2023-10-05,5,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,1084,경기/인천
2023-08-26,7,11,500D21AA0CBC27FEB4419660F413A6B13929A254,UHD4K,1,900,제주
2023-10-27,6,19,598FE96976B647D109210DA9DA6496DD62646E3C,UHD4K,1,1565,춘천
2023-09-03,1,9,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,618,서울
2023-08-23,4,0,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,870,서울
2023-08-25,6,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,3108,서울
2023-09-18,2,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,640,서울
2023-10-16,2,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1419,서울
2023-10-01,1,10,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,2849,춘천
2023-08-27,1,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,5074,경기/인천
2023-08-25,6,16,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,2119,서울
2023-10-21,7,7,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,634,경기/인천
2023-08-07,2,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1144,서울
2023-09-26,3,7,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,1866,서울
2023-09-24,1,10,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,15983,춘천
2023-08-05,7,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,718,서울
2023-10-04,4,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,3222,서울
2023-10-14,7,22,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,2045,서울
2023-10-07,7,22,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,2112,서울
2023-09-02,7,15,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,3556,서울
2023-09-23,7,22,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,4847,춘천
2023-08-02,4,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1733,서울
2023-10-17,3,17,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,773,경기/인천
2023-10-21,7,9,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,808,서울
2023-08-15,3,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,1,1598,경기/인천
2023-10-08,1,9,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,980,서울
2023-10-20,6,23,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,1449,경기/인천
2023-09-25,2,0,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,1,617,경기/인천
2023-09-11,2,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,1316,서울
2023-09-18,2,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,933,서울
2023-09-04,2,23,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,6067,서울
2023-10-30,2,1,451A7C86F8CA773AF83330EAD87ECBBD53B6799D,UTE7057LGU,1,622,부산
2023-10-10,3,21,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,9098,춘천
2023-09-20,4,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,645,서울
2023-08-30,4,7,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,1,1587,경기/인천
2023-10-11,4,10,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,758,서울
2023-09-12,3,13,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,1897,서울
2023-08-31,5,12,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,1,1299,서울
2023-09-04,2,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,1,3324,경기/인천
2023-08-15,3,15,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,1672,서울
2023-10-08,1,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,3559,서울
2023-10-31,3,13,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,788,서울
2023-10-29,1,9,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,628,서울
2023-09-14,5,8,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,732,서울
2023-10-22,1,18,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,840,서울
2023-10-18,4,14,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,1,1277,경기/인천
2023-10-14,7,9,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,611,서울
2023-09-24,1,19,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,7732,서울
2023-08-16,4,15,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,1,930,서울
2023-09-28,5,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1113,서울
2023-08-27,1,10,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,1,3277,서울
2023-09-13,4,11,22E889D82E78397398FD21E550CA0E8D159D7F43,UIE4057LGU,1,4653,춘천
2023-09-10,1,20,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,1,946,서울
2023-10-19,5,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,6132,서울
2023-08-31,5,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,1338,서울
2023-09-10,1,17,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,620,서울
2023-10-03,3,16,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,1,2615,경기/인천
2023-09-02,7,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,1,5117,서울
