P_YYYYMMDD,BASE_WEEKDAY,BASE_TM,ENTR_NO,MDL_NM,CHNL_PNTN_ESPE_BRD_CHNL_NO,CHNL_ESPE_POT_CHNL_STAY_TM,WTCH_REGN_NM
2023-08-12,7,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2252,서울
2023-10-03,3,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1103,서울
2023-10-29,1,22,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,4988,경기/인천
2023-10-29,1,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2798,서울
2023-09-15,6,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,898,서울
2023-09-30,7,17,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,2557,경기/인천
2023-09-30,7,18,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1638,경기/인천
2023-10-04,4,15,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1010,경기/인천
2023-09-26,3,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1029,경기/인천
2023-10-02,2,11,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,973,경기/인천
2023-10-05,5,15,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1015,경기/인천
2023-08-10,5,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,24090,서울
2023-10-27,6,23,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,5772,경기/인천
2023-08-07,2,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1457,서울
2023-10-08,1,23,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1012,경기/인천
2023-10-03,3,12,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,6920,서울
2023-10-08,1,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,648,서울
2023-09-26,3,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,6986,서울
2023-09-16,7,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,942,경기/인천
2023-10-01,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1439,경기/인천
2023-09-24,1,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1698,경기/인천
2023-08-23,4,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,7136,서울
2023-10-28,7,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2300,경기/인천
2023-09-23,7,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,3353,경기/인천
2023-10-04,4,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1013,경기/인천
2023-10-02,2,10,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,5,925,경기/인천
2023-09-22,6,12,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,17837,경기/인천
2023-09-22,6,10,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,850,서울
2023-08-29,3,16,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,657,서울
2023-10-01,1,13,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,1959,서울
2023-10-01,1,9,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,5,737,경기/인천
2023-09-21,5,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2205,경기/인천
2023-09-26,3,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,997,경기/인천
2023-10-17,3,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1781,서울
2023-10-02,2,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1055,경기/인천
2023-10-05,5,10,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,3363,경기/인천
2023-09-24,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,4904,경기/인천
2023-09-11,2,22,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,5,677,서울
2023-08-11,6,7,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,3807,서울
2023-10-01,1,9,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,5,3394,서울
2023-10-30,2,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1211,서울
2023-09-09,7,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,737,서울
2023-10-18,4,6,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,2136,경기/인천
2023-10-03,3,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1567,서울
2023-10-29,1,22,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,5,817,경기/인천
2023-10-25,4,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,10013,서울
2023-10-09,2,10,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,1707,경기/인천
2023-08-06,1,16,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,1144,서울
2023-08-11,6,16,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,2207,서울
2023-10-04,4,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,923,서울
2023-10-03,3,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,629,경기/인천
2023-10-05,5,8,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1294,경기/인천
2023-08-10,5,9,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,1119,서울
2023-10-16,2,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,893,서울
2023-10-01,1,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1027,경기/인천
2023-10-04,4,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1231,경기/인천
2023-10-05,5,7,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,607,서울
2023-10-17,3,10,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,5,707,경기/인천
2023-09-10,1,8,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,714,서울
2023-08-10,5,23,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,833,경기/인천
2023-09-11,2,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,609,경기/인천
2023-08-11,6,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,3963,서울
2023-08-07,2,23,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,650,서울
2023-08-04,6,7,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,4667,서울
2023-10-22,1,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,892,서울
2023-09-17,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2981,경기/인천
2023-09-10,1,10,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,5,3991,서울
2023-09-14,5,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,887,서울
2023-08-27,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,799,경기/인천
2023-09-25,2,11,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1035,경기/인천
2023-09-22,6,7,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,4779,서울
2023-10-22,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4066,서울
2023-10-28,7,8,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,2242,서울
2023-10-24,3,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,1638,경기/인천
2023-09-23,7,17,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,631,경기/인천
2023-08-06,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1300,경기/인천
2023-09-03,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4523,서울
2023-09-26,3,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,604,경기/인천
2023-10-01,1,11,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2200,경기/인천
2023-10-08,1,18,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,718,경기/인천
2023-08-19,7,15,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,5,867,경기/인천
2023-09-06,4,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,6242,서울
2023-09-26,3,9,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,3780,경기/인천
2023-10-01,1,10,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1840,경기/인천
2023-08-02,4,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,5955,서울
2023-10-01,1,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,647,경기/인천
2023-09-02,7,15,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,2634,서울
2023-10-02,2,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1367,서울
2023-10-20,6,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2057,서울
2023-10-01,1,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,2748,경기/인천
2023-08-06,1,11,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,946,서울
2023-09-02,7,22,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,2300,경기/인천
2023-08-08,3,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,671,서울
2023-08-26,7,15,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1020,경기/인천
2023-09-28,5,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,2352,서울
2023-10-23,2,22,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,1246,경기/인천
2023-10-01,1,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2728,경기/인천
2023-10-02,2,19,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,707,서울
2023-08-19,7,8,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,2653,서울
2023-09-17,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,2051,서울
2023-08-07,2,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,917,서울
2023-10-15,1,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1212,서울
2023-08-06,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,853,경기/인천
2023-10-07,7,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,930,서울
2023-10-30,2,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,2299,서울
2023-09-01,6,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1870,서울
2023-08-16,4,22,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,6012,서울
2023-10-11,4,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,5891,서울
2023-10-05,5,14,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,2240,경기/인천
2023-08-29,3,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2853,서울
2023-10-29,1,0,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,960,경기/인천
2023-09-25,2,19,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,3038,경기/인천
2023-09-05,3,21,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,674,경기/인천
2023-10-27,6,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1549,서울
2023-10-29,1,10,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,1543,경기/인천
2023-08-30,4,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,4529,서울
2023-09-23,7,23,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,4450,경기/인천
2023-10-11,4,5,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,2264,경기/인천
2023-10-24,3,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,726,경기/인천
2023-08-30,4,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,665,경기/인천
2023-10-08,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4502,서울
2023-10-28,7,19,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,1400,경기/인천
2023-10-22,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,823,경기/인천
2023-08-04,6,23,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,2922,경기/인천
2023-10-08,1,17,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,1047,경기/인천
2023-10-25,4,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,1454,서울
2023-10-08,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1440,경기/인천
2023-10-15,1,22,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,743,경기/인천
2023-10-05,5,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2710,서울
2023-10-20,6,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1626,서울
2023-09-28,5,21,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,707,경기/인천
2023-08-16,4,10,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1294,경기/인천
2023-09-26,3,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,604,서울
2023-09-25,2,12,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1088,경기/인천
2023-10-22,1,21,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,728,서울
2023-08-06,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2198,경기/인천
2023-10-01,1,18,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,3880,경기/인천
2023-10-15,1,23,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,5849,경기/인천
2023-08-07,2,0,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1064,경기/인천
2023-10-04,4,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,3053,서울
2023-08-27,1,22,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1062,경기/인천
2023-10-01,1,18,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,923,경기/인천
2023-09-03,1,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,2231,서울
2023-10-12,5,6,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,680,서울
2023-10-02,2,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,3276,경기/인천
2023-10-11,4,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,4347,경기/인천
2023-08-29,3,1,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,5,9538,경기/인천
2023-08-27,1,23,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,836,경기/인천
2023-10-04,4,12,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,3719,경기/인천
2023-10-29,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4205,서울
2023-09-17,1,8,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1160,서울
2023-09-30,7,16,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,809,경기/인천
2023-09-15,6,13,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,637,서울
2023-08-12,7,17,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,5722,서울
2023-10-02,2,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1765,경기/인천
2023-09-28,5,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1371,경기/인천
2023-08-13,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4167,서울
2023-09-24,1,18,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,1869,경기/인천
2023-10-01,1,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1571,경기/인천
2023-09-16,7,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,702,경기/인천
2023-08-06,1,8,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,1218,경기/인천
2023-08-27,1,11,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,717,서울
2023-10-04,4,11,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1539,경기/인천
2023-09-29,6,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,3011,경기/인천
2023-08-10,5,13,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,616,서울
2023-10-16,2,10,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,4159,경기/인천
2023-10-01,1,12,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,644,경기/인천
2023-09-07,5,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,7550,서울
2023-09-26,3,14,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,1462,서울
2023-08-17,5,9,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,5,13674,경기/인천
2023-08-06,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4321,서울
2023-10-15,1,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,702,경기/인천
2023-10-03,3,7,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,5,727,경기/인천
2023-08-16,4,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,840,서울
2023-08-09,4,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,7683,서울
2023-09-26,3,20,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,601,서울
2023-09-29,6,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1866,경기/인천
2023-09-23,7,18,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,1465,경기/인천
2023-09-17,1,10,4D25D5A26F18DA0BB02B5EB3D35F3FFEE3B819FA,UTE7057LGU,5,4418,서울
2023-09-23,7,11,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,5,862,서울
2023-09-26,3,20,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,627,경기/인천
2023-09-24,1,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1504,경기/인천
2023-08-08,3,19,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,775,경기/인천
2023-10-01,1,13,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,800,경기/인천
2023-10-16,2,7,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,618,경기/인천
2023-10-21,7,23,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,5291,경기/인천
2023-08-31,5,9,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,2412,경기/인천
2023-08-11,6,0,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,4264,서울
2023-10-23,2,22,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2774,경기/인천
2023-09-30,7,19,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,813,서울
2023-10-15,1,9,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,1047,경기/인천
2023-09-08,6,19,438FA35C8C179297510BC82823B6C66369F4C2D6,UTE7057LGU,5,877,경기/인천
2023-10-06,6,19,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,1054,서울
2023-08-30,4,7,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,986,서울
2023-09-17,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1266,경기/인천
2023-10-01,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1875,경기/인천
2023-08-20,1,21,A63ABB0096425B8986B0977CD8244C0536AE89E2,UHD4K,5,1126,경기/인천
2023-08-06,1,0,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2471,서울
2023-10-30,2,22,E61CB72F658952F4B7AD2DCB88BC50CA252371FC,UHD4K,5,920,서울
2023-09-24,1,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,7751,경기/인천
2023-09-17,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1544,경기/인천
2023-08-19,7,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,694,경기/인천
2023-10-01,1,12,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,5,1411,서울
2023-08-27,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2322,경기/인천
2023-10-05,5,14,A47A0DF35182BB226D2320E9E9237200E8A24480,UHD4K,5,743,서울
2023-08-30,4,22,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,7321,서울
2023-09-17,1,10,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,3589,경기/인천
2023-10-03,3,12,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,3813,경기/인천
2023-09-23,7,16,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,728,경기/인천
2023-08-20,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1196,경기/인천
2023-10-09,2,20,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2458,서울
2023-10-05,5,12,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,2019,서울
2023-10-01,1,12,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1723,경기/인천
2023-10-01,1,22,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,646,서울
2023-09-30,7,19,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,615,경기/인천
2023-10-14,7,20,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,5,748,경기/인천
2023-10-29,1,18,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,4537,경기/인천
2023-08-06,1,9,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1329,경기/인천
2023-10-20,6,10,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,8656,서울
2023-10-01,1,20,9FC9E68CFC41378CA39FD8AFC87BBBED0B73CBA8,UHD4K,5,626,경기/인천
2023-10-08,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,4415,경기/인천
2023-10-02,2,16,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,947,경기/인천
2023-08-13,1,6,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,644,경기/인천
2023-10-05,5,15,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,10448,서울
2023-08-25,6,6,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,818,서울
2023-10-01,1,17,441F58BC529644CC95F29947DBDFEC422BF6F4A4,UHD4K,5,1104,서울
2023-09-27,4,8,C497FDE177F3AAD83735A63359BDADE6D4318AF4,UHD4K,5,6820,서울
2023-10-20,6,20,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,706,서울
2023-10-01,1,21,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,878,경기/인천
2023-10-01,1,7,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,687,서울
2023-08-27,1,19,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,1116,경기/인천
2023-09-28,5,9,47A0AF41A6178D0D8461E2BB5AD623529452C1BB,UTE7057LGU,5,4281,경기/인천
2023-10-04,4,21,B11D11246AEBE39EC964E42148FFE9F15EAB0536,UTE7057LGU,5,1871,서울
2023-10-03,3,11,4C6DF7036F4C1358B6137C79D83FF170ABBEA73E,UTE7057LGU,5,2855,경기/인천
2023-08-27,1,22,4874FA028D45086A8E4D6C1B9DE56AEBE159E262,UTE7057LGU,5,1642,경기/인천
2023-10-03,3,17,69D5B7DC2FC5A458B13DD6C513D8A67728AF6E72,UIE4057LGU,5,915,경기/인천
2023-09-13,4,19,54BF30DBAE83E26F7873B53659E8A0CD03585E34,UTE7057LGU,5,6953,경기/인천
2023-10-02,2,16,2C1FF4FAEAE8C89480466CC2F7DF3AB3EDAD9166,UHD4K,5,1053,서울
2023-10-14,7,20,ADB06839AD038CCFDE78055F83CBD05319B1CA2A,UTE7057LGU,5,2588,경기/인천
2023-09-19,3,11,C86E1603E02A324929ABD9BDEA1C1D56B4ECA453,UIE4057LGU,5,1082,경기/인천
2023-08-20,1,10,380869B5AFEDA8E723AC4855AF6F40B8EBF69D96,UHD4K,5,4789,서울
